titulo,descripcion,tipo,carrera,anio,ramo,tags,archivoUrl,rutaCarpeta
Fuentes I - Cifuentes,,docx,,,,,https://docs.google.com/document/d/1oH_wNHsmY25k-jkESJNtX3riOrJOX_z-/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/CIFUENTES/4) FUENTES I
APUNTES+FUENTES+I+2016+_141839xB3829_1,,docx,,,,,https://docs.google.com/document/d/1zreq1Wc6JzaraRKNpTexbvzZLcVN8EBp/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/CIFUENTES/4) FUENTES I
Teresita Figueroa 2023,,docx,,,,,https://docs.google.com/document/d/1jehq7BIS2o8jkwqccKz8WO1Zy30-48hj/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/CORREA MANRÍQUEZ/CIVIL 1
APUNTES TERESITA FIGUEROA (EXAMEN) 2023,,pdf,,,,,https://drive.google.com/file/d/1yZr3G1bB3Jy1QNbF7tdyA8qHkoKUakiW/view?usp=drivesdk,General/CIVIL/CORREA MANRÍQUEZ/CIVIL II
2024 - APUNTES EXAMEN – Fran Klein,,docx,,,,,https://docs.google.com/document/d/1OZMf3VfS3QTeIYP1wlcb7peCZ6yuL8Dk/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/CORREA MANRÍQUEZ/OBLIGACIONES
2024 - TERE FIGUEROA- Examen,,pdf,,,,,https://drive.google.com/file/d/1tXQdw1cPl3JF6jFkB54i6SvO7setsDqx/view?usp=drivesdk,General/CIVIL/CORREA MANRÍQUEZ/OBLIGACIONES
Apuntes Civil I-LEY,,docx,,,,,https://docs.google.com/document/d/1ErQozgliNPUc6HPS7MxN7OUb6QfuyLCc/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/FERNÁNDEZ - FONTECILLA/1. Acto Jurídico y Teoría de la Ley
Apuntes Civil I-AJ,,docx,,,,,https://docs.google.com/document/d/1ccqH6S_MgRwLwqAKA2Shn1NLMWZrIsyj/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/FERNÁNDEZ - FONTECILLA/1. Acto Jurídico y Teoría de la Ley
2019 Apuntes Civil III- Gonzalo._ Fernanda Gabordocx,,docx,,,,,https://docs.google.com/document/d/1P3oSbkZYkJvLS-LKyfPxPe79qLXEQahI/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/FERNÁNDEZ - FONTECILLA/3. Obligaciones
2019 Apuntes Civil III- Bernardita._ Fernanda Gabor docx,,docx,,,,,https://docs.google.com/document/d/1Zf2TKZp_kHPgiPy2_fTfnAzV33UcVJQK/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/FERNÁNDEZ - FONTECILLA/3. Obligaciones
Apuntes Civil II- Personas,,docx,,,,,https://docs.google.com/document/d/1dgOp1fy53TumbgJEOClQCCuZWxngkYbP/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/FERNÁNDEZ - FONTECILLA/2. Bienes
Apuntes Civil II- Bienes,,docx,,,,,https://docs.google.com/document/d/1lrBf8Q1NoB4Y9aXDH9a2Zk7yHj8N0DVC/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/FERNÁNDEZ - FONTECILLA/2. Bienes
2019 Apuntes Civil IV- Gonzalo_ Fernanda Gabor docx,,docx,,,,,https://docs.google.com/document/d/15s8Y8W295-EyzP0PAQnSdGcNdMxWB2w4/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/FERNÁNDEZ - FONTECILLA/4. Fuentes de las Obligaciones
2019 Apuntes Civil IV-  Valeria_ Fernanda Gabor docx,,docx,,,,,https://docs.google.com/document/d/1FCE-q9jai8PHMt1VfZ4wREyQwFC6LmJ4/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/FERNÁNDEZ - FONTECILLA/4. Fuentes de las Obligaciones
2020 Apuntes Civil V_ Fernanda Gabor,,pdf,,,,,https://drive.google.com/file/d/1U_S_tj5tLuZayKFe1f-Kx4IkLmcomi-e/view?usp=drivesdk,General/CIVIL/FERNÁNDEZ - FONTECILLA/5. Fuentes II
2021 Apuntes Sucesorio Arturo_ Fernada Gabor,,pdf,,,,,https://drive.google.com/file/d/1mfSNhnK-dtDBYFRwLsa9hvFMBFKKYyfq/view?usp=drivesdk,General/CIVIL/FERNÁNDEZ - FONTECILLA/7. Sucesorio
2021 Apuntes Sucesorio Fernández_ Fernanda Gabor,,pdf,,,,,https://drive.google.com/file/d/1poQxd_5eNF0f5esyfnCtzgbU2DK1XXPM/view?usp=drivesdk,General/CIVIL/FERNÁNDEZ - FONTECILLA/7. Sucesorio
Teoría del Acto Jurídico y teoría de la Le_JUAN FORNI,,pdf,,,,,https://drive.google.com/file/d/11t-_Ov1ofyJO0pivGdtKNyjFilaJMUTI/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/1) Acto Jurídico - Teoría de la ley
2022_ Teoría del Acto Jurídico_ Eyzaguirre_ Juan Pablo Fornidocx,,docx,,,,,https://docs.google.com/document/d/1IUVlGWbU8dvQRccwxRTPNP9kqdvbxPNa/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/1) Acto Jurídico - Teoría de la ley
._2014 Acto Jurídico y Teoría de la ley -_ Tomás Valenzuela docx,,docx,,,,,https://docs.google.com/document/d/1OP_XKA3bpYnZlsiud79XA4u5V2_Usbp3/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/1) Acto Jurídico - Teoría de la ley
2014 Acto Jurídico y Teoría de la ley -_ Tomás Valenzuela docx - Copy,,docx,,,,,https://docs.google.com/document/d/1T9bAzvYNR_a8C3YNeVC5Vvqd2Hmy0m_E/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/1) Acto Jurídico - Teoría de la ley
._2018 Apuntes Derecho Civil I_Arturo Saffie pdf,,pdf,,,,,https://drive.google.com/file/d/1_Roy_IjVOXOpBZs6IhdVlVOhKWL8u6wv/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/1) Acto Jurídico - Teoría de la ley
2018 Apuntes Derecho Civil I_Arturo Saffie pdf,,pdf,,,,,https://drive.google.com/file/d/1a5oFtAfhigyFeJogMkw1ND_WzYAynep8/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/1) Acto Jurídico - Teoría de la ley
2022 Teoría de la Ley_ Juan Pablo Forni docx - Copy,,docx,,,,,https://docs.google.com/document/d/1hT5HNYSX4KDReBoakoJL-k5wK1ZGzp_X/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/1) Acto Jurídico - Teoría de la ley
._2022_ Teoría del Acto Jurídico_ Eyzaguirre_ Juan Pablo Fornidocx,,docx,,,,,https://docs.google.com/document/d/1rHhPjqYcq-PzsZwsQsT0Sz1QqeO0s3Hd/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/1) Acto Jurídico - Teoría de la ley
2022 Teoría de la Ley_ Juan Pablo Forni docx,,docx,,,,,https://docs.google.com/document/d/1xDD0WkiSjyJzSlq2e7nRQgJzRk8Cw5v7/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/1) Acto Jurídico - Teoría de la ley
._2022 Teoría de la Ley_ Juan Pablo Forni docx,,docx,,,,,https://docs.google.com/document/d/1xN2Bdvt7z9v0LOjZPYHslASlTJ2U8JwG/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/1) Acto Jurídico - Teoría de la ley
2014 Acto Jurídico y Teoría de la ley -_ Tomás Valenzuela docx,,docx,,,,,https://docs.google.com/document/d/1yl1ccMT5Wsqu3aXZJjK0f10r7D8UR8nf/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/1) Acto Jurídico - Teoría de la ley
._4. Apuntes Derecho Civil IV (Fuentes de las Obligaciones I)_ Arturo Saffie (2019),,pdf,,,,,https://drive.google.com/file/d/1-o7krhFEqq4rJKWUB4dlakekbP_b_6tK/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/4) Fuentes I
Fuentes de las Obligaciones I - Jose María Eyzaguirre,,docx,,,,,https://docs.google.com/document/d/12nlvne7R2Zh6WVSYiIj97UIdWoaii1I8/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/4) Fuentes I
Fuentes de las Obligaciones I - José María Eyzagurre y Cristóbal Eyzaguirre (Clases Ayudantes),,docx,,,,,https://docs.google.com/document/d/1JfWf6O43f_yc96FGvqWpF4uuBJS78cm9/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/4) Fuentes I
._Fuentes de las Obligaciones I - José María Eyzagurre y Cristóbal Eyzaguirre (Clases Ayudantes),,docx,,,,,https://docs.google.com/document/d/1QzNIhDtRpt_eQaYicM0CnVsfB04zQUaD/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/4) Fuentes I
4. Apuntes Derecho Civil IV (Fuentes de las Obligaciones I)_ Arturo Saffie (2019),,pdf,,,,,https://drive.google.com/file/d/1VtWuXTE9wEnUHAJJTc2HNPZw8e6khEEy/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/4) Fuentes I
._Fuentes de las Obligaciones I - Jose María Eyzaguirre,,docx,,,,,https://docs.google.com/document/d/1jibLG7nMwsXEt5AaI6L-EZVsxIqTk23m/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/4) Fuentes I
Fuentes de las Obligaciones I - Cristóbal Eyzaguirre,,docx,,,,,https://docs.google.com/document/d/1mNL1RkVNsRfU4KaP-wiIaCAK6tb8PpgF/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/4) Fuentes I
._Fuentes de las Obligaciones I - Cristóbal Eyzaguirre,,docx,,,,,https://docs.google.com/document/d/1mwTanC-99_4FhGpt-kUgRwmk7j2x0VhO/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/4) Fuentes I
2018  Apuntes Derecho Civil II_ Arturo Saffie pdf,,pdf,,,,,https://drive.google.com/file/d/15KYHjJUMqVbjAcM-hK4HE2jIEcKvooJf/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/2) Personas y Bienes
._2018  Apuntes Derecho Civil II_ Arturo Saffie pdf,,pdf,,,,,https://drive.google.com/file/d/18A677TKiNZQaSn99a73t5qaL83nYVLKG/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/2) Personas y Bienes
2022 Personas y Bienes_ Eyzaguirre_ Juan Pablo Forni,,pdf,,,,,https://drive.google.com/file/d/18EErf6i1AUhoQaTX89-KG8CWqGxDJplW/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/2) Personas y Bienes
2014 Bienes_ Tomás Valenzuela ,,pdf,,,,,https://drive.google.com/file/d/19YeKSeLZ9jMyrynv2Wq5yGLb5oM5RcZz/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/2) Personas y Bienes
._2022 Personas y Bienes_ Eyzaguirre_ Juan Pablo Forni,,pdf,,,,,https://drive.google.com/file/d/1SEYRQrpcEukvBitP-4Dyry41mzOThrMT/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/2) Personas y Bienes
Apuntes Personas_ Ayudantes pdf,,pdf,,,,,https://drive.google.com/file/d/1W1As_KjoaThJeDpsmgAgTrDGJhnzTx0z/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/2) Personas y Bienes
._2014 Bienes_ Tomás Valenzuela ,,pdf,,,,,https://drive.google.com/file/d/1tiszbg231UMz8bur0y2Y2UB7BpBsg8tq/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/2) Personas y Bienes
._Apuntes Personas_ Ayudantes pdf,,pdf,,,,,https://drive.google.com/file/d/1vI7WML4pOO0UuUiZ-XQKzuL41l5eNbUR/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/2) Personas y Bienes
Obligaciones_JUAN FORNI,,pdf,,,,,https://drive.google.com/file/d/1WSYh6-cTrC9HYGgG5lvm0S-gEjmCrA0r/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/3) Obligaciones
._5. Apuntes Derecho Civil V (Fuentes de las Obligaciones II)_ Arturo Saffie (2020),,pdf,,,,,https://drive.google.com/file/d/14SjzcnySmDe-OwdZbsmM-BRO-vL5nmFR/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/5) Fuentes II
._Fuentes de las Obligaciones II - Cristóbal Eyzaguirre,,docx,,,,,https://docs.google.com/document/d/172tTuNCKh2txJTRH72UeIyyKU1I-ecCN/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/5) Fuentes II
Fuentes de las Obligaciones II - José María Eyzaguirre,,docx,,,,,https://docs.google.com/document/d/1USxNDw9JoCQncimzaLBb7_WTr4nqGzCm/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/5) Fuentes II
._Fuentes de las Obligaciones II - José María Eyzaguirre,,docx,,,,,https://docs.google.com/document/d/1WQ65Jkse9s6EAoB_hijG74x0f9n4ENOq/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/5) Fuentes II
._Fuentes de las Obligaciones II - José María Eyzaguirre y Cristóbal Eyzaguirre (Clases Ayudantes),,docx,,,,,https://docs.google.com/document/d/1bVWd-Y5QV3d1C9FcQW0QbsLuWUhEPS1d/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/5) Fuentes II
Fuentes de las Obligaciones II - José María Eyzaguirre y Cristóbal Eyzaguirre (Clases Ayudantes),,docx,,,,,https://docs.google.com/document/d/1fTcpWWwP3Qb2mMc8iz5HI6Se7V5ufmte/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/5) Fuentes II
Fuentes de las Obligaciones II - Cristóbal Eyzaguirre,,docx,,,,,https://docs.google.com/document/d/1hwgoGeiBuRzdGmnQeER7AonTIM_KPjKm/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/EYZAGUIRRE/5) Fuentes II
5. Apuntes Derecho Civil V (Fuentes de las Obligaciones II)_ Arturo Saffie (2020),,pdf,,,,,https://drive.google.com/file/d/1jcPObLcMFbuohSfo7yUu9487k_GpzF-T/view?usp=drivesdk,General/CIVIL/EYZAGUIRRE/5) Fuentes II
RESUMEN CIVIL II-PERSONA,,pdf,,,,,https://drive.google.com/file/d/18Q6_qvBkDc4pwLDj0trR2Kb9sHiCYbeT/view?usp=drivesdk,General/CIVIL/GOLDENBERG/2) Personas y Bienes
RESUMEN CIVIL II-BIENES,,pdf,,,,,https://drive.google.com/file/d/1TLB0Vam9IRedBvgS8fQY15hqaeqPVdSi/view?usp=drivesdk,General/CIVIL/GOLDENBERG/2) Personas y Bienes
FUENTES DE LAS OBLIGACIONES I._ Josefina Briceño 2022-2pdf,,pdf,,,,,https://drive.google.com/file/d/11RsCtxDhghi-Kx57zg7NpnkJTOVGZokT/view?usp=drivesdk,General/CIVIL/GOLDENBERG/4) Fuentes I (REX- CV)
Fuentes de Obligaciones I  (2014)- Juan Luis Goldenberg,,pdf,,,,,https://drive.google.com/file/d/1DtX1XHvYQLvZeQntrYczjq4W4INKMq_Z/view?usp=drivesdk,General/CIVIL/GOLDENBERG/4) Fuentes I (REX- CV)
Apuntes+de+Responsabilidad+Extracontractual+_2019_,,pdf,,,,,https://drive.google.com/file/d/1K7-mUZ_LIGbP1cV5dfJ6Wl49rh2_XDyS/view?usp=drivesdk,General/CIVIL/GERMAIN
._Apuntes+de+Responsabilidad+Extracontractual+_2019_,,pdf,,,,,https://drive.google.com/file/d/1cVjK0yCzYPg_IcDdKfj5NjOegQGNmd02/view?usp=drivesdk,General/CIVIL/GERMAIN
Civil II Jiménez,,docx,,,,,https://docs.google.com/document/d/1W-HYc_ZMQv3c7LEm10PkTJm7xYYG1yXu/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/JIMENEZ/CIVIL II
Civil IV Jiménez Examen,,docx,,,,,https://docs.google.com/document/d/13bMqfHqaSkbAv5cCtefkB1Kycu67wEct/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/JIMENEZ/CIVIL IV
CIVIL V JIMÉNEZ EXAMEN,,docx,,,,,https://docs.google.com/document/d/1nivvZFG3OJMlyJWFrRtHI4x-LHnCTupi/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/JIMENEZ/CIVIL V
Obligaciones,,pdf,,,,,https://drive.google.com/file/d/173571jbd9oKWFYv2UNJaLTXyBF_6nFty/view?usp=drivesdk,General/CIVIL/GONZÁLEZ/3) Obligaciones_
Teoria de la Ley,,pdf,,,,,https://drive.google.com/file/d/1K1AE6C76NfmNDx4iMdRpNmq5ziiITDsZ/view?usp=drivesdk,General/CIVIL/GONZÁLEZ/1) Acto Jurídico- Teoría de a Ley
Teoria de los Actos Juridicos,,pdf,,,,,https://drive.google.com/file/d/1w9PFkIDJ_1WzLT6mhJCNbhKn6oWr3s6u/view?usp=drivesdk,General/CIVIL/GONZÁLEZ/1) Acto Jurídico- Teoría de a Ley
._Bienes y Personas - Joel González,,doc,,,,,https://docs.google.com/document/d/1LUE6zmR7dCwDjjIQMMbXp0xAIJteKBwH/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/GONZÁLEZ/2) Personas y bienes
Personas,,pdf,,,,,https://drive.google.com/file/d/1aU5hUEQfbpESSmMGkctArnplzx4djLz7/view?usp=drivesdk,General/CIVIL/GONZÁLEZ/2) Personas y bienes
Bienes,,pdf,,,,,https://drive.google.com/file/d/1cVs9K4ssFNXeDrxPDU0WTj-jFgge6WtR/view?usp=drivesdk,General/CIVIL/GONZÁLEZ/2) Personas y bienes
Bienes y Personas - Joel González,,doc,,,,,https://docs.google.com/document/d/1jcov6ykqPKIw8PGlnbJu7H8LWwWAP6wH/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/GONZÁLEZ/2) Personas y bienes
Fuentes de las Obligaciones,,pdf,,,,,https://drive.google.com/file/d/1TX2aKQsVqKb0WqEe50ZprkFkqnlUBdvD/view?usp=drivesdk,General/CIVIL/GONZÁLEZ/4) Fuentes I
._Fuentes de las Obligaciones II - Joel González,,docx,,,,,https://docs.google.com/document/d/1b3IE_CUcRe_A2RfePi8vaJRBe0C7_CGm/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/GONZÁLEZ/5) Fuentes II
Fuentes de las Obligaciones II - Joel González,,docx,,,,,https://docs.google.com/document/d/1h_eNK__rqnrRBAyhfT35FnBqvmFux3eq/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/GONZÁLEZ/5) Fuentes II
cupdf.com_sucesorio-joel-gonzalez (1),,pdf,,,,,https://drive.google.com/file/d/1ehBof-vxS6Wb8xQh39dYoMu4QHWLRYdo/view?usp=drivesdk,General/CIVIL/GONZÁLEZ/7) Sucesorio
._cupdf.com_sucesorio-joel-gonzalez (1),,pdf,,,,,https://drive.google.com/file/d/1jqoR4kXJ8zDrj96LmsyTFNdI75snEtG0/view?usp=drivesdk,General/CIVIL/GONZÁLEZ/7) Sucesorio
Derecho Sucesorio,,pdf,,,,,https://drive.google.com/file/d/1yWU4HU_-B4am5QS3wJlb8QZXTj8Nc93A/view?usp=drivesdk,General/CIVIL/GONZÁLEZ/7) Sucesorio
Apuntes Derecho de Familia,,doc,,,,,https://docs.google.com/document/d/1-UtK1rYEGgZua48Ibwy_SAYkzbL2rKoD/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/GONZÁLEZ/6) Familia
Derecho de Familia - Joel González,,docx,,,,,https://docs.google.com/document/d/17OVUYlEYGMIohDrG55F7KExAyirhcniz/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/GONZÁLEZ/6) Familia
Derecho de Familia,,pdf,,,,,https://drive.google.com/file/d/1OuXcZf0f4ueEfdCUVTf-z_yUu0aLWHAp/view?usp=drivesdk,General/CIVIL/GONZÁLEZ/6) Familia
._Derecho de Familia - Joel González,,docx,,,,,https://docs.google.com/document/d/1b96LDOjwABdaRE-BGvnMejvqjFxjyhLu/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/GONZÁLEZ/6) Familia
._Apuntes Derecho de Familia,,doc,,,,,https://docs.google.com/document/d/1nMJA01_P9tLl1PHk-KkcGSWcLStQ9-7f/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/GONZÁLEZ/6) Familia
Derecho Civil I Rencoret (Central de apuntes),,docx,,,,,https://docs.google.com/document/d/15BRh33rgTrc6GbSwEWn2Sd-CHh2sMEIH/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/RENCORET y GARCÉS
Derecho Civil I Garcés (Central de apuntes),,docx,,,,,https://docs.google.com/document/d/1SV29vGNx_jxdtl1oXYnRHflJvtAf_HDD/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/RENCORET y GARCÉS
Teoría De La Ley Garcés (Goodnote) ,,pdf,,,,,https://drive.google.com/file/d/1pC_vaL4tC9W9sm0z13MCnc5QWiMvIGhv/view?usp=drivesdk,General/CIVIL/RENCORET y GARCÉS
Acto Jurídico Rencoret (Goodnote) ,,pdf,,,,,https://drive.google.com/file/d/1sbiTyZ0EhgR40GZ__RuP8eNFBi1pkRZt/view?usp=drivesdk,General/CIVIL/RENCORET y GARCÉS
Civil II - Ferrada Examen,,pdf,,,,,https://drive.google.com/file/d/18Q1PpBPNtl7pqW6BD6kkf4GFSdhkcsGm/view?usp=drivesdk,General/CIVIL/JIMENEZ - FERRADA/PERSONAS Y BIENES
Civil II - Jimenez Examen,,pdf,,,,,https://drive.google.com/file/d/1VTvv7iQuB06nXnE5t84ecLdVFPkN1ccN/view?usp=drivesdk,General/CIVIL/JIMENEZ - FERRADA/PERSONAS Y BIENES
"Apuntes Acto Júridico, Civil I Jimenez-2",,pdf,,,,,https://drive.google.com/file/d/1EOutCeZOKgASO_-e_XhntK-chWc1vMDf/view?usp=drivesdk,General/CIVIL/JIMENEZ - FERRADA/ACTO JURIDICO Y TEORIA DE LA LEY
2022 Derecho de Familia - (profs. Pablo y Raúl Lecaros)_ Pablo Díaz,,pdf,,,,,https://drive.google.com/file/d/1E-yQ7SJ_IuTGTcjyhZ0TzFpFAOM3ytdX/view?usp=drivesdk,General/CIVIL/LECAROS/CIVIL VI
2021 Lecaros - Responsabilidad Extracontractual_ PABLO DIAZ ,,pdf,,,,,https://drive.google.com/file/d/1O5b9Q0ruk4bq0IemPx0ohK9YGhCVCcqO/view?usp=drivesdk,General/CIVIL/LECAROS/CIVIL IV
ACTO JURÍDICO 2024 Lecaros (Apuntes de clases),,doc,,,,,https://docs.google.com/document/d/1DJrobfUpcF8C-_kowaKG_Xi7nQmRAgp5/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/LECAROS/CIVIL I
TEORÍA DE LA LEY 2024 Lecaros (Apuntes de clases),,docx,,,,,https://docs.google.com/document/d/1sQ5X78mUO9Y0JEgSkFoYVqeUFtf6Rx96/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/LECAROS/CIVIL I
Apuntes BIENES 2024,,doc,,,,,https://docs.google.com/document/d/1JkYbY7XpQcVVXb2A8iIwOGE3K-ulFyNO/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/LECAROS/CIVIL II
Personas (2024) ,,pdf,,,,,https://drive.google.com/file/d/1i3AIx5pDHosW4yMnQ_PUSRhD0DRVrwZp/view?usp=drivesdk,General/CIVIL/LECAROS/CIVIL II
._3) Obligaciones_,,,,,,,https://drive.google.com/file/d/13ao3SwfaZniidzvg57ulFWJ9eTWgx2ER/view?usp=drivesdk,General/CIVIL/OSSA
._1) Acto Jurídico- Teoría de la ley,,,,,,,https://drive.google.com/file/d/1M2AdIO4KIj1aP8WZyCEoYUjdh5zwTT_S/view?usp=drivesdk,General/CIVIL/OSSA
._4) Fuentes de las obligaciones_,,,,,,,https://drive.google.com/file/d/1YJIxfUvy52R8yJNy4qiICAHI93oodFp1/view?usp=drivesdk,General/CIVIL/OSSA
._7) Sucesorio_,,,,,,,https://drive.google.com/file/d/1_Ed9NOAa_eVbMY1K6gomCcxNHe7y6PvD/view?usp=drivesdk,General/CIVIL/OSSA
._5) Fuentes II,,,,,,,https://drive.google.com/file/d/1eKkpTBBZDFcoAxLwdYLSY2cZus7dp_bX/view?usp=drivesdk,General/CIVIL/OSSA
._2) Personas y Bienes_,,,,,,,https://drive.google.com/file/d/1nrKvSxGHS4b2m5yKGZR-OosfjRFRKQAg/view?usp=drivesdk,General/CIVIL/OSSA
._6) Familia_,,,,,,,https://drive.google.com/file/d/1yurQuwxLG4RlEF1Y7BOoHbKck8eEBuwd/view?usp=drivesdk,General/CIVIL/OSSA
._Fuentes de Obligaciones II - Juan José Ossa,,pdf,,,,,https://drive.google.com/file/d/1JWWN4BxIsLL0FWDAXFoEbG2FmihJbDPd/view?usp=drivesdk,General/CIVIL/OSSA/5) Fuentes II
Fuentes de Obligaciones II - Juan José Ossa,,pdf,,,,,https://drive.google.com/file/d/1uILzRfLwuw0AoWQQnedzmoD5h8UZgv4H/view?usp=drivesdk,General/CIVIL/OSSA/5) Fuentes II
Resumen Civil - Lyon,,docx,,,,,https://docs.google.com/document/d/13mfRHysAyixERIhrM7t9o4SvjXzHKFjo/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/CIVIL/Manuales
Teoría General del Acto Jurídico Victor Vial,,pdf,,,,,https://drive.google.com/file/d/16dSRKCWz6d84t9LH3-kfqATQnr_Ia8pR/view?usp=drivesdk,General/CIVIL/Manuales
López Santa María. Los Contratos,,pdf,,,,,https://drive.google.com/file/d/1DJwu1HTPFkiIcqJ53Bx_rXDqvLYTSecy/view?usp=drivesdk,General/CIVIL/Manuales
"SOMARRIVA, Alessandri, Vodanovic - tratado de derecho civil-PARTE PRELIMINAR",,pdf,,,,,https://drive.google.com/file/d/1LUw1o8fG015ZDSrpHsYSvlas0SIITCGU/view?usp=drivesdk,General/CIVIL/Manuales
SOMARRIVA_UNDURRAGA - LAS_OBLIGACIONES_Y_LOS_CONTRATOS_ANTE_LA_JURISPRUDENCIA,,pdf,,,,,https://drive.google.com/file/d/1UtxEbuiAEmSM4IQ0vZ8wx9mI2JuhUUo6/view?usp=drivesdk,General/CIVIL/Manuales
