titulo,descripcion,tipo,carrera,anio,ramo,tags,archivoUrl,carpetaRuta
Control 1.pdf,,pdf,,,,,https://drive.google.com/file/d/1aNx2kykxNu9jHhp2KOn0-_GLaFuSZG7M/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟒-𝟏
Prueba 1.pdf,,pdf,,,,,https://drive.google.com/file/d/1tgJr6RxUeF9cVXEzNk8jcAM4sAA3ceVu/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟒-𝟏
Prueba 2.pdf,,pdf,,,,,https://drive.google.com/file/d/19OHURgjj7UDEDOn565gsZlTHl5OtDImP/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟒-𝟏
Examen.pdf,,pdf,,,,,https://drive.google.com/file/d/18JYbdOJJmDhsunqaZEU2SVQn05F-jDe4/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟒-𝟏
Prueba 1.pdf,,pdf,,,,,https://drive.google.com/file/d/1lWXrMOYY5t-TAYSw3-bFPHNOrojxMgYl/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟑-𝟐
Prueba 2.pdf,,pdf,,,,,https://drive.google.com/file/d/1JFXco66W9uL0nVJHvyrestmU8GG0guKI/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟑-𝟐
Examen.pdf,,pdf,,,,,https://drive.google.com/file/d/1LSp5_B59YBa4RMHQMVppydiMnHpguxm1/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟑-𝟐
Control 1.pdf,,pdf,,,,,https://drive.google.com/file/d/1eeDcI3S3GseJBDwB4lbgDho3SI_C4Q6_/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟑-𝟐
Prueba 2.pdf,,pdf,,,,,https://drive.google.com/file/d/1mQm8VWaHz2K8PfOAvYxrDLiuB5lkQZWv/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟐-𝟏
Prueba 1.pdf,,pdf,,,,,https://drive.google.com/file/d/1z7pxk2nTrdlc-Hiuh1C3IgHv3mQKni5V/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟐-𝟏
Examen.pdf,,pdf,,,,,https://drive.google.com/file/d/1yFVgCfI2p64cYqBevfTiOevo6artrZIx/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟐-𝟏
Control 2 [P].pdf,,pdf,,,,,https://drive.google.com/file/d/1UwtD2P2yzPTNN21YpkQlm-oY9MxgAVP5/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟐-𝟏
Control 1.pdf,,pdf,,,,,https://drive.google.com/file/d/1PHTamWp7UFs_vH5liMx8pMzGTG95Nvkg/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟐-𝟏
Control 1 [P].pdf,,pdf,,,,,https://drive.google.com/file/d/1QkDfG6u0ltWf1hNla3JTw5eai0rD7Ex_/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟐-𝟐
Control 1 [E].pdf,,pdf,,,,,https://drive.google.com/file/d/1HleUkviOUx5aXCLtNU-5GTlsmJlDRYsw/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟐-𝟐
Examen 2022-2 (2).pdf,,pdf,,,,,https://drive.google.com/file/d/13O7_2Xe2hw3_kvVi9h5bsh647EDBGIjo/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟐-𝟐
Prueba 2 - 2022-2.pdf,,pdf,,,,,https://drive.google.com/file/d/1WMmvoKvIv3KvoHLd_QOK7AQX3gkybcSC/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝟐𝟎𝟐𝟐-𝟐
Prueba 2 - 2022-1.pdf,,pdf,,,,,https://drive.google.com/file/d/1_b8jRlpeMZLxaXGqPbC9Asv651YpET_8/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Prueba 2 - 2021-2.pdf,,pdf,,,,,https://drive.google.com/file/d/1bqCa-ksq4vLXjNqhqRl-rHgmDGmtzM2F/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Prueba 2 - 2022-2.pdf,,pdf,,,,,https://drive.google.com/file/d/11PIn7TU_uw_UR1QbcPj73YZyQvJXiEp0/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Examen 2022-2.pdf,,pdf,,,,,https://drive.google.com/file/d/1YKnWGORnWWmZ7GgCNMati8RV8XXqmkdy/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Prueba 1 2022-01 Pauta.pdf,,pdf,,,,,https://drive.google.com/file/d/191-hHlMLg4VlnQ9qDMUCre1sw2meRkN0/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
pauta_control_1.pdf,,pdf,,,,,https://drive.google.com/file/d/10SxwR3ieWI5SIQ4-QKkk39icCtbgvJxK/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Examen_2019_2.pdf,,pdf,,,,,https://drive.google.com/file/d/12hxFmVUap2hOkHV1MPF7UnP8pbZsC5of/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
examen_macroint_2021_s2_pauta.pdf,,pdf,,,,,https://drive.google.com/file/d/13UM9jDlcWQiaimOjRdsQEEaMZYsO1sw6/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Prueba1_2019s1.pdf,,pdf,,,,,https://drive.google.com/file/d/16BoyEdWF6mEWES5UX5UxbiYyvn9ctYbg/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Examen_2019_1.pdf,,pdf,,,,,https://drive.google.com/file/d/19626HQ5GAgwzWgxkvcR9kkhz0GXuvQYN/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Pauta pregunta 2.pdf,,pdf,,,,,https://drive.google.com/file/d/19UE51lipAWHqqi3KxPC8Z_f-3oKg0o_f/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Prueba1_2018s2.pdf,,pdf,,,,,https://drive.google.com/file/d/19WWSc2bq-Oxz4P-e1wYDIlWwFdV3pAv2/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Examen 20201C_Pregunta2_pauta.pdf,,pdf,,,,,https://drive.google.com/file/d/1Aj1b9L69c7mLJfkS1nCZnjjv6dgE599F/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
ejercicios_secc_3.pdf,,pdf,,,,,https://drive.google.com/file/d/1AxSKYwOt8TtqbyO7WFz1hDkKIh1Xew8b/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
examen_macroint_2021_s2.pdf,,pdf,,,,,https://drive.google.com/file/d/1BTsPegREBTQIZdesT66gDuNK2DHigO2U/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Prueba1_20201C_Pregunta1.pdf,,pdf,,,,,https://drive.google.com/file/d/1C43X-i-OvwaundnB2sDzbopG82oKAhtK/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
pauta_control_2_2022_1.pdf,,pdf,,,,,https://drive.google.com/file/d/1Cq0935WR9DFaE1IUipz7p9jwEWn1ZVER/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
Pauta Pregunta 2 C y D.pdf,,pdf,,,,,https://drive.google.com/file/d/1DShQ6SXtMlVTM3I_xww8iY3QyUmWGZLH/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
ejercicios_secc_2.pdf,,pdf,,,,,https://drive.google.com/file/d/1G1v-Dr6SUl9b_dY0jGD7NfH2MsqpKiuy/view?usp=drivesdk,𝐈𝐧𝐠 𝐂𝐨𝐦𝐞𝐫𝐜𝐢𝐚𝐥/𝟗° 𝐲 𝟏𝟎° 𝐒𝐞𝐦𝐞𝐬𝐭𝐫𝐞/𝐄𝐜𝐨𝐧𝐨𝐦í𝐚/𝐌𝐚𝐜𝐫𝐨 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐜𝐢𝐨𝐧𝐚𝐥/𝐄𝐯𝐚𝐥𝐮𝐚𝐜𝐢𝐨𝐧𝐞𝐬/𝐏𝐫𝐮𝐞𝐛𝐚𝐬 𝐀𝐧𝐭𝐢𝐠𝐮𝐚𝐬
